what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1306796977333
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1306796977333
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.2.0.r36x201102111505,"com.google.gdt.eclipse.designer.UiBinder",1306796977333
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.2.0.r36x201102111547,"com.google.gdt.eclipse.designer.gpe",1306796977333
stopped,bundle,com.google.gdt.eclipse.designer,2.2.0.r36x201102111505,"com.google.gdt.eclipse.designer",1306796977333
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1306796977333
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1306796977333
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1306796977333
stopped,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1306796977333
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.9,"org.tigris.subversion.subclipse.graph",1306796977333
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1306796977333
stopped,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1306796977333
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1306796977333
stopped,bundle,com.python.pydev.codecompletion,1.6.5.2011020317,"com.python.pydev.codecompletion",1306796977333
stopped,bundle,com.python.pydev.refactoring,1.6.5.2011020317,"com.python.pydev.refactoring",1306796977333
stopped,bundle,com.python.pydev.analysis,1.6.5.2011020317,"com.python.pydev.analysis",1306796977333
stopped,bundle,com.python.pydev.debug,1.6.5.2011020317,"com.python.pydev.debug",1306796977333
stopped,bundle,com.python.pydev.fastparser,1.6.5.2011020317,"com.python.pydev.fastparser",1306796977333
stopped,bundle,com.python.pydev,1.6.5.2011020317,"com.python.pydev",1306796977333
stopped,bundle,org.python.pydev.django,1.6.5.2011020317,"org.python.pydev.django",1306796977333
stopped,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1306796977333
stopped,bundle,org.python.pydev.red_core,1.6.5.2011020317,"org.python.pydev.red_core",1306796977333
stopped,bundle,org.python.pydev.debug,1.6.5.2011020317,"org.python.pydev.debug",1306796977396
stopped,bundle,org.python.pydev.refactoring,1.6.5.2011020317,"org.python.pydev.refactoring",1306796977396
stopped,bundle,org.python.pydev,1.6.5.2011020317,"org.python.pydev",1306796977396
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.2.0.v201102111811,"com.google.gdt.eclipse.platform.shared",1306796977396
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6.ie,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.1_6.ie",1306796977396
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.1_6",1306796977396
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1306796977396
